lastfm_artist_id	lastfm_artist_name	spotify_artist_id	spotify_artist_name	similarity_score
6888	M.O.P.	0ZQqQ6BmHDtHgQazUNL4cS	Mixphase Artist Collective	0.125
6889	Cassidy	3WilJWdCNLSU7fpYjiKb7v	Cassidy	1.0
6890	A-Team	5AroweKfOOV5ExUuhgcKIZ	Away Team	0.6666666666666667
6891	Re-Up Gang	7M4Mb6ruvn3SuMNWcmfQZv	Re-Up Gang	1.0
6892	The LOX	0A7g2YbCA9FlyZvAG6VmKP	The LOX	1.0
6893	Memphis Bleek	4jWzNq3sdzSpqn7BnzvIKn	Memphis Bleek	1.0
6894	Cuban Link	1ZAujONMGo6GGiHxDQCGeA	Cuban Link	1.0
6895	Beanie Sigel	0tCtGc5vt29zFZp6KXzN50	Beanie Sigel	1.0
6896	Saigon	0mTfntDCCWRozUnyxpGf6E	Saigon	1.0
6897	Cormega	4vQLu6vYK0hp8k0fsAzsU8	Cormega	1.0
6898	Ali Vegas	5dLUUj5dr2Ao0VpWKVf6Cg	Ali Vegas	1.0
6899	J.R. Writer	6S75kPTNBM0m9TNhiX9F0B	J.R. Writer	1.0
6900	The Alchemist	0eVyjRhzZKke2KFYTcDkeu	The Alchemist	1.0
6901	Big L	30fiiwr2EeZp1tAhzYCmyM	Big L	1.0
6902	Clipse	2J257euzcjnDLipsyJH3F2	Clipse	1.0
6903	Twista	6vbY3hOaCAhC7VjucswgdS	Twista	1.0
6904	Children of the Corn	0CCiLDElgEGUYGUEfGWDrv	Children Of The Corn	1.0
6905	Freeway	2Jwr7hGoSNK3S3QBxh3T0z	Freeway	1.0
6906	Owen	0Q5gLNKbp5mpfEvquAaHCl	Owen	1.0
6907	Keaver & Brause	6dgvxUFHDSyUIqgmL3v8NG	Keaver & Brause	1.0
6909	Kona Triangle	5bs4cYtj59O0ZHcyU4Gqsn	Kona Triangle	1.0
6910	The Books	4UvhuGdFf75Cfan7lEU1J1	The Books	1.0
6911	Joan of Arc	6U9PwS3WsiKBVewf7wtwIZ	Joan Of Arc	1.0
6912	Malk De Koijn	5WvYsVV3jtztF1kx86Y0yS	Malk De Koijn	1.0
6913	Spleen United	1qBqsr5kuSRxPn13aE8fnY	Spleen United	1.0
6914	Sharon Jones and the Dap-Kings	6LufpoVlIYKQCu9Gjpk8B7	Sharon Jones & The Dap-Kings	0.9310344827586207
6915	Hercules and Love Affair	1WHoAjAWGx5qLsgzpaOk7W	Hercules & Love Affair	0.9130434782608696
6916	Pryda	37U9sPqTZMd7AKJCWgcvkt	Pryda	1.0
6917	L.O.C.	4AGwPDdh1y8hochNzHy5HC	RAC	0.2222222222222222
6918	The Wong Boys	5Hzm1j22mzdskaNGI8BP6e	The Wong Boys	1.0
6919	Tommy Sparks	66uOhXPcCmXFosB8DkSs4b	Tommy Sparks	1.0
6920	Glasvegas	478peoEkoKPsTgRiVzkvPl	Glasvegas	1.0
6921	The Blue Van	194t6dRuvsKUfqu6J21g5K	The Blue Van	1.0
6922	The Broken Beats	7uikZ6M35ayO3KERQhDYtw	The Broken Beats	1.0
6923	A	0LcJLqbBmaGUft1e9Mm8HV	ABBA	0.4
6924	Ten Sharp	0ap24Mjt6qlze8v667KlaF	Ten Sharp	1.0
6925	Andru Donalds	4wuHLh6AEK7selBuj38cRz	Andru Donalds	1.0
6926	Color Theory	7uWMG0Go7YMKqVG1fbsOBO	Color Theory	1.0
6928	Kristian Valen	2quK1rzyuUq4XuyMlZOsKJ	Kristian Valen	1.0
6930	Jay-Jay Johanson	4hzC9WUUy3cFituT71tzB4	Jay-Jay Johanson	1.0
6931	Kurt Nilsen	49HPMFWsosCuRf810Ay1Vv	Kurt Nilsen	1.0
6933	Bloom 06	4QzZkc2OQyvT8cgiPcVUXG	Bloom 06	1.0
6937	Beat Factory	2UCSBT2O5RrnbXFstlx6dd	Beat Factory	1.0
6938	Atlantic Popes	5ZpJ0jDk5EHL0igo1u4cjj	Atlantic Popes	1.0
6939	Marian Gold	5ZfX6utBD9y9lUmkl0b1ZI	Marian Gold	1.0
6940	The Twins	2OrWQgeChXJq6nggwOzpun	The Twins	1.0
6943	Janusz Radek	3CdJAOpCdHfk9U9B5uZdhT	Janusz Radek	1.0
6944	Gabry Ponte	5ENS85nZShljwNgg4wFD7D	Gabry Ponte	1.0
6945	Kara Güneş	0ERsGvE523QALJonpJ2M8i	Kara Güneş	1.0
6946	Kesmeşeker	7mDOnlEzBihYZmst7w6mf7	Kesmeşeker	1.0
6947	Kazım Koyuncu	03YhQQYWzaAU3HAQAJzIHG	Kâzım Koyuncu	0.9230769230769231
6948	Norrda	6wxcoqreWiGQeNW4OvIyrh	Norrda	1.0
6949	Yonderboi	4hi7BCJEn3xCR3VRZU1Ek7	Yonderboi	1.0
6950	Jim Morrison	1QB4oo4JbSRdxNyidIuD0W	Jim Morrison	1.0
6951	Gevende	2yN5eYpsyyo2FYNCUS0ndf	Gevende	1.0
6952	Siya Siyabend	3MyC4bSv74xoTfhRf2hwfp	Siyasiyabend	0.96
6953	Anima	4kd9SPJahjhR4fJov8JeQC	Anima	1.0
6955	Karapaks	0SDiwXeKyIn1HZxnhZvLg7	Karapaks	1.0
6956	Nekropsi	3IcnLYy2zfpCZgC13fTORg	Nekropsi	1.0
6957	Steve Vai	32Jb1X3wSmmoHj2epZReZA	Steve Vai	1.0
6958	Robert Cray	6eMlKSBFAoXVJLoeHmwKEj	Robert Cray	1.0
6959	Gary Moore	23wr9RJZg0PmYvVFyNkQ4j	Gary Moore	1.0
6960	Tony Gatlif	107aGwSQb5nMjjdRCnKE2K	Tony Gatlif	1.0
6961	Grup Yorum	4FjxqqOXKI1eGLrYn3GUq4	Grup Yorum	1.0
6962	Troum	4A5utnjUJnjAJigB8XGJjD	Troum	1.0
6963	Halo Manash	2AjjQ8VzeThgyq7oUeNRFx	Halo Manash	1.0
6965	Exit in Grey	2V5B4nND604AH9jgbzEnhb	Exit In Grey	1.0
6966	Yen Pox	0c3cEtnqJCHlYWYSzZ1BhA	Yen Pox	1.0
6967	Maeror Tri	6RRvsel2LEC5O1XOaEgY2s	Maeror Tri	1.0
6968	MIGUEL A. RUIZ	4a9XL2H6HU1uNHUeqDuvmi	Miguel A. Ruiz	1.0
6969	Archon Satani	2EK1rsAxjUJKCZP15gdPkm	Archon Satani	1.0
6970	Blood Box	4qkkrsZ8VHJtBX5dn4Yevg	Blood Box	1.0
6971	Pneumatic Detach	6BxH2cv46x5x277oxLo7Ku	Pneumatic Detach	1.0
6972	Rukkanor	4NIk9l1tVWPs5fC9Kav8yb	Rukkanor	1.0
6973	MZ.412	2pYhuSF1JoMjqnyuV2uf3V	MZ. 412	0.9230769230769231
6974	Brighter Death Now	6nwscCkgFKgB3X8OaMabvr	Brighter Death Now	1.0
6975	Haus Arafna	54MQ25QWu0JTRYecM4q9d5	Haus Arafna	1.0
6976	kirov orchestra	1TfDTID07X5RgVZdIj4YbC	Kirov Orchestra	1.0
6977	Morgenstern	5TaVxYqS6j1z3WLxn6PQwe	Morgenstern	1.0
6978	Raison d'ętre	0NOdtBd6AUb9WLGfVU1yDR	Raison D'être	0.9230769230769231
6979	Arditi	2p347ia1JdtX6K0y2whgsg	Arditi	1.0
6980	Between Interval	5iGKOVIxwrxmHPJAlLaePX	Between Interval	1.0
6981	Thomas Köner	02H68OmCeljWgjoVQVOB1v	Thomas Köner	1.0
6984	Hideg Roncs	62Xt9C5LbByPi2ZUSaH4VG	Hideg Roncs	1.0
6985	Asmorod	15l6ieFf44U5fT9m3jNYM8	Asmorod	1.0
6986	_Algol_	236ZlCVVwqbl3f3KE8Yi9v	_Algol_	1.0
6987	Contagious Orgasm	17QvOTSA4wtratOdd3PfSw	Contagious Orgasm	1.0
6988	Flint Glass	3NI7HBKkveI82urujEYkHX	Flint Glass	1.0
6989	Endura	3ZNTIbMVuY643U8fbxfhNd	Endura	1.0
6990	Robert Rich	3ux92I3CgfnhgLyYNsXIwZ	Robert Rich	1.0
6991	Psychic Ills	0BdrIHWUDg179f9H7pjJMC	Psychic Ills	1.0
6993	Letum	7KTxDOd3USfKKyYXsZAdM9	Letum	1.0
6994	Nega	4fg8aMZ23d2bxKz7r2vt9v	Negav	0.8888888888888888
6995	DELUHI	71mvnhAGJp979TUN5AeONK	DELUHI	1.0
6996	lynch.	0aktK1dEPqBQP36Dt1RZPd	lynch.	1.0
6997	The Casualties	5uMNhVG30JzeZ5xtPb1tqR	The Casualties	1.0
7003	Infernal War	6OskZZjA6bJp6BAqiNP2wj	Infernal War	1.0
7007	De-Phazz	0WLS16S6MJvMgWXrUezleN	De-Phazz	1.0
7008	Пилот	3IAGdMx2pkPyuJJuDnfF8D	Пилот	1.0
7009	Rachel Portman	1joFZGTRER78nUsWtgHCHR	Rachel Portman	1.0
7011	Blind Divine	486vbmRbaxXKUXZ9DdnckF	Blind Divine	1.0
7012	Ab Ovo	1I3Mdja6Bp376xCx4bmOoO	Ab Ovo	1.0
7013	Lusine ICL	2fMe9lZs5HGGOwh8cMSIub	Lusine	0.75
7014	Phaeleh	5NkUpXWkeXspvu7iQQOHhP	Phaeleh	1.0
7015	All India Radio	6abfAcMcC3hYJcaxzLeiCW	All India Radio	1.0
7016	Bad Sector	2d4vdjYFshwYIZt9rWP8vN	Bad Sector	1.0
7017	H.U.V.A. Network	6BFY25QvQ1RJwH8VfS337h	H.U.V.A. Network	1.0
7018	Hol Baumann	4dOyKMeKD8DPTC2qn0bwk7	Hol Baumann	1.0
7021	Aes Dana	6n1fB5NgTsFNdT4JHpVMe1	AES DANA	1.0
7022	Noto	3aXzx5ES0capjaDyvYsdRI	NOTO	1.0
7023	Oval	1Yti3CsDazWVjNMXBHx1Af	Oval	1.0
7024	Jagjit Singh	2ijWbN5KykTYiBoVmhzCTU	Jagjit Singh	1.0
7025	Anúna	59OUpsEQlEUXDHVEOPQ7sC	Anúna	1.0
7026	Nino Katamadze	0IgKKE0te0sJPubrATGDLS	Nino Katamadze	1.0
7027	Spiraal Aurel	7CAJeQFhiHaFnqDgNCx414	Spiraal Aurel	1.0
7028	R.D.Burman	3JQpQ79lWuO1EgAwHlDanX	Rd.Burman	0.9473684210526316
7029	Asura	5NsArmgpabPr7eR5zh4Ux8	Asura	1.0
7030	Si	77ziqFxp5gaInVrF2lj4ht	Sech	0.33333333333333337
7031	ksandr	6W4sYExMU2BOORrH3IC0sW	KSANDR	1.0
7032	Nina Karlsson	0xdzcEAaAexQNWqHwRAW0A	Nina Karlsson	1.0
7033	EugeneKha	3Ojre2ZAjdZl1ubI8dFZ81	EugeneKha	1.0
7035	Orsten	2WSzphbmFHDqz6K17xLjcI	Örsten	0.8333333333333334
7036	Arbre Noir	0TTCKiQWlilXl5uuVtC53y	Arbre Noir	1.0
7037	Komet	2ESBtuNHbnfEqXZVGVJZTG	Komety	0.9090909090909091
7038	Akurat	31klUqSemCAL25sHeFDTFB	Akurat	1.0
7039	Big Brother & The Holding Company	4J69yWrKwWJgjv3DKTZcGo	Big Brother & The Holding Company	1.0
7040	Leniwiec	1tThntK2T0oDsBTCnBI6im	Leniwiec	1.0
7041	USA for Africa	7sF6m3PpW6G6m6J2gzzmzM	U.S.A. For Africa	0.9032258064516129
7042	Wilki	1hxJUOxvX3SXaVYz4qaFyM	Wilki	1.0
7043	Coven	6eTKX1Kyy9gMamdDyj736Y	Coven	1.0
7044	Kotiteollisuus	0r9Q7acXxkDPoqfRfAb9Aw	Kotiteollisuus	1.0
7045	Black Widow	2RoSn61Wacd3HAbWA6jqSJ	Black Widow	1.0
7046	Klamydia	2BFdLtG6ivaiRqPFTgV1in	Klamydia	1.0
7047	Pentagram	1Xz8iP9Dvl5uI88iraOhs7	Pentagram	1.0
7048	Jimmy Page	55bGuHb50r5c0PeqqMeNBV	Jimmy Page	1.0
7049	Phideaux	4sQFj3fHL94F38mCUftQR3	Phideaux	1.0
7050	Coverdale/Page	4jBSa0eitusIKxQHjAgsyd	Coverdale/Page	1.0
7051	OSI	2Sf2VjK8vpOU9i9VfshmO7	Voskresenie	0.4285714285714286
7052	King's X	2J2KieJvA0KAA8AbNTy8IU	Soul King X	0.631578947368421
7053	Alamaailman Vasarat	59ZgafMXd7HL6gK49i1I3n	Alamaailman Vasarat	1.0
7054	The Alan Parsons Project	2m62cc253Xvd9qYQ8d2X3d	The Alan Parsons Project	1.0
7055	Shining	7wqTItc5qEyIwWw5ksN1Ya	Shining	1.0
7056	B.B. King	5xLSa7l4IV1gsQfhAMvl0U	B.B. King	1.0
7057	Le Orme	45Utoxop3UFq0Qg9YFLhx0	Le Orme	1.0
7058	Anja Garbarek	7GTdDYxmQpf3ofwXdDacrf	Anja Garbarek	1.0
7059	Sylvan	5d8D0cBjU3uHZgEwSCsGl5	Sylvan	1.0
7060	Jaga Jazzist	68HFSFMCZzyRjkkm9bv5Vt	Jaga Jazzist	1.0
7061	Bonde da Stronda	0MC6c3SYpS1KdOuzLdEbpa	Bonde da Stronda	1.0
7062	Deja Vue	6F8J42Nzv6niiugOOs6tkz	Deja Vue	1.0
7064	The K	1GLtl8uqKmnyCWxHmw9tL4	The Kooks	0.7142857142857143
7065	"The ""K"""	1GLtl8uqKmnyCWxHmw9tL4	The Kooks	0.625
7067	The K.O. Kid	4az5S3yuByveRcQNZ7TmL3	The Koolest Kids	0.7142857142857143
7068	Alison Moyet	0s0rOb0gT2S9N0SDcjtPC4	Alison Moyet	1.0
7069	The Blow Monkeys	06tPmk0aHzCFK0T96YzXnN	The Blow Monkeys	1.0
7070	Imagination	2CkhxuagMCG9uvlbKm5G3m	Imagination	1.0
7071	The Teenagers	1Crbmyf2bkbeOvckSlQFng	The Teenagers	1.0
7072	Pornomotora	14SXRis11vJfEIdzqqV6a5	Pornomotora	1.0
7073	Kinky	4WOIfFwyvx22jM0eg2fpKv	Kinky	1.0
7074	British Sea Power	1OB9x8CMMyJ6oBay5vUvmK	British Sea Power	1.0
7075	Mylo	5YjEVrNMrIRw2xGbjTN6Ti	Mylo	1.0
7076	Gang of Four	3AmWjMXXtBJOmNGpUFSOAl	Gang Of Four	1.0
7077	Babasónicos	2F9pvj94b52wGKs0OqiNi2	Babasonicos	0.9090909090909091
7078	Zeromancer	0tQn2q1TIEenLgodtb8Nhx	Zeromancer	1.0
7079	Moderat	2exkZbmNqMKnT8LRWuxWgy	Moderat	1.0
7080	Snog	7ebUI6NYL5xuA5G81lE2CL	Snog	1.0
7081	Tomahawk	6yyZgcrQ10gThrJxzqogiP	Tomahawk	1.0
7082	Meg Lee Chin	4GQiUTzA2gqRZc6WASHlqS	Meg Lee Chin	1.0
7083	Rapazolla	56vPSwWYuGLNrfy1wlkGB3	Rapazolla	1.0
7084	Hugo Pena & Gabriel	7AAXcP4NpvvLM9Xcfy64ij	Hugo Pena & Gabriel	1.0
7085	João Neto & Frederico	2FrLTuXGuFDzQsjKidB03W	João Neto & Frederico	1.0
7086	Hori	2vOzV5WdvOYH3K1NJyt7wb	Horizon Blue	0.5
7088	Gusttavo Lima	7MiDcPa6UiV3In7lIM71IN	Gusttavo Lima	1.0
7090	Estudio Base	3e62axIUM4cOHKUzUoYkEX	La Base Estudio	0.5185185185185186
7091	Michel Teló	1sDVuztNhGcetCLChkleDA	Michel Teló	1.0
7093	Belo	7hLjkyL9Pz9xtQNahzJZki	Belo	1.0
7094	Jammil e uma Noites	0drNUQoEie9lmZKhCdIE6n	Jammil E Uma Noites	1.0
7096	Michael Nyman	2LvhyFvUCDJ7gFuEBOcrM8	Michael Nyman	1.0
7097	Rata Blanca	632M26jlmnCrL8CqD5i7Kd	Rata Blanca	1.0
7098	WarCry	3hMTlMf2UGZTeP6DSUUl09	Warcry	1.0
7099	Amberian Dawn	01DQQFGEOzbFugH5FcVAgI	Amberian Dawn	1.0
7100	Haggard	7wHPtfK57nbFkg3k16BV5O	Haggard	1.0
7101	Shaman	35P36DZtjEMEP2KOO9759M	Shaman	1.0
7102	Kathleen Battle	13Tfk6ZpGdF0G3v9B3kasP	Kathleen Battle	1.0
7103	Brother Firetribe	0FP1GVYq6WKexCiBkPftha	Brother Firetribe	1.0
7104	Barilari	0bEinswrM8NYuppKnMljIg	Barilari	1.0
7107	Saratoga	0pFExKST1wGbE6DBSNK6ox	Saratoga	1.0
7108	Tierra Santa	3854DTPVGm3wxqNeRMnKqn	Tierra Santa	1.0
7109	Sumi Jo	2QJJHCdkMmlbff1beZnAz6	Sumi Jo	1.0
7110	Nuclear Blast Allstars	2d6lbQzpx14sXQAYPz4s6v	Nuclear Blast Allstars	1.0
7111	Gabriel Fauré	2gClsBep1tt1rv1CN210SO	Gabriel Fauré	1.0
7112	Hardline	3caJ5Uy9aHZv7wVSNqwwjc	Hardline	1.0
7113	Dark Age	3sGSAsGVri6nI4AnyvMoGD	Dark Age	1.0
7114	Carach Angren	7sJC2WkTzn7gqUhVfP9sOm	Carach Angren	1.0
7115	Mors Principium Est	1k0jnWb55QS6FjTU9LzMhi	Mors Principium Est	1.0
7116	Eternal Tears of Sorrow	3rdFnKhyWhTivuBFSH4YT3	Eternal Tears Of Sorrow	1.0
7117	Sebastian Bach	2D2svlzUpyTfcEEq0t3dgV	Sebastian Bach	1.0
7118	Keep of Kalessin	1Oos40mD8hfvswQWVjkbg5	Keep Of Kalessin	1.0
7119	Johannes Brahms	5wTAi7QkpP6kp8a54lmTOq	Johannes Brahms	1.0
7120	Тараканы!	7IZLvR5n5U6uVXjtXDGhYy	Тараканы!	1.0
7121	Billy's Band	5Kgr5TTSnDSFUSETVM9vnx	Billy Simone Band	0.7586206896551724
7122	天門	0dZaFaggaLMwGbMrO39KJJ	天門	1.0
7123	Chet Baker	3rxeQlsv0Sc2nyYaZ5W71T	Chet Baker	1.0
7124	川井憲次	4ObvA097FfnbrTm3Uepano	川井憲次	1.0
7125	Single Cell Orchestra	3sB5Mx3tceiZCN4RjJc3bW	Single Cell Orchestra	1.0
7126	The Seatbelts	1RlPp3TPvizpkqs8wGWdVG	The Seatbelts	1.0
7127	Carlos Santana	0MsXN56oNCyqorqEPViWgQ	Carlos Santana	1.0
7128	David Holmes	10kGEgP8MxhlfeA2tMinsL	David Holmes	1.0
7129	Grand Avenue	6qM1lXCtfQ7a4P4Sp8OOsD	Grand Avenue	1.0
7130	Joe Dassin	64LCTpIu9Iji2EPaxxPpxF	Joe Dassin	1.0
7131	Ann Lee	1EN7GOzx8aDpiIbVVmQaaC	Ann Lee	1.0
7135	Strauss Family	1czU7I5Fa0M4ardrokswvK	The Strauss Family	0.875
7136	Anna Jantar	32ojq4MJxHtYDXaeb1LIzm	Anna Jantar	1.0
7137	Yael Naim	32aFdXARUiqP81SXqIPD4w	Yael Naim	1.0
7138	Band Aid	35S20clEkkSNUo23ViaslZ	Band Aid	1.0
7139	The Motherhood	5zNYtCdGLLoWyO1fn9XcTv	The Motherhood	1.0
7140	Eva Cassidy	6fNmOWQzfOVyHLQ2UqUQew	Eva Cassidy	1.0
7142	Afro Celt Sound System	0hUnACGIFz6oHfeDIT36mp	Afro Celt Sound System	1.0
7143	Gomez	6oMRQ5H3A2XA5I3RG3leni	Alan Gomez	0.6666666666666667
7144	Camper Van Beethoven	1JXB7XQ9hjLB5pnr1eowKR	Camper Van Beethoven	1.0
7145	Robyn Hitchcock	0O0g9JMOVNoIgLG6dgaYMY	Robyn Hitchcock	1.0
7146	Cracker	0ODQJS4mk7rVBJXjdqByX6	Cracker	1.0
7147	My Morning Jacket	43O3c6wewpzPKwVaGEEtBM	My Morning Jacket	1.0
7148	John Barry	7ctAOUlIAs7yuMODWE2Fyz	John Barry	1.0
7149	Spouse	0NdAM4y1xGv59lqg0nfaB6	Spouse	1.0
7150	Mystics Anonymous	6dUICrcfpjZynmt7V79od0	Mystics Anonymous	1.0
7151	Sloan	1ahN3WDDULKaAQs7ZUrGNP	Sloan	1.0
7152	Thomas Newman	1csBgT42N4pPPs1HJhxXIK	Thomas Newman	1.0
7153	Cowboy Junkies	3CYSRCHfilgR8DSbkCMp5j	Cowboy Junkies	1.0
7154	Robyn Hitchcock and The Egyptians	3B1VQErUlM3ZZ6d1EwYd2K	Robyn Hitchcock & The Egyptians	0.9375
7155	Luna	47MpMsUfWtgyIIBEFOr4FE	Lunay	0.8888888888888888
7156	Jerry Goldsmith	7t8q7ikEtcPNtoaKAm9Vu6	Jerry Goldsmith	1.0
7157	Loreena McKennitt	1JdeDdujDbS6ZeSlkXqx3a	Loreena McKennitt	1.0
7159	崎元仁	5IgtFW3mCaIGAuPbx7qE04	崎元仁	1.0
7160	下村陽子	0VtYbA1w21Fde51vH2i0o7	下村陽子	1.0
7161	Nature Sound Collection	0qhhlPFVV3YoxoB4jtqvkx	Nature Sound Collection	1.0
7162	Nature Ambience	1D2TFpgTHMIO9P8k5ZVspi	Nature Ambience	1.0
7163	Pupa	3V3gXQdKZsUvJfaWNnuvox	pupa	1.0
7164	Lee Holdridge	5fYFaGbNGtEW9Ip1oCMHyH	Lee Holdridge	1.0
7166	AmIEvil	1qJfdpxmIA7nYtxOQak97e	AmIEvil	1.0
7167	Michael Stearns	5KbIofwaAvbvvkzG2zbmGD	Michael Stearns	1.0
7168	Na Fili	0sASrsURLgqV3mZwdI9aaC	Filipe Nader	0.42105263157894735
7169	Noel Quinlan	0Pvuf9jNBxM62gLQWzAy53	Noel Quinlan	1.0
7170	浜渦正志	7AqXs63psGMu0cocAp2cOw	浜渦正志 arranged by 藤本 多恵(SEGA SOUND TEAM)	0.18604651162790697
7171	Nature Sounds	4NqS7DbPFYwZmniGHCPMpm	Nature Sounds	1.0
7172	Enam	5TMa0ENH7tEjB7YrtJtyiQ	Enam	1.0
7173	Doug Carroll	6zqgWTRnDo30IxlYwVHXLH	Doug Carroll	1.0
7174	Loveholic	7gSVTyMFvcvwb6JUAJzLb2	Loveholic	1.0
7175	志方あきこ	4IKUpxr9VVn9RPqs5RAdnX	志方あきこ	1.0
7176	Chuck Jonkey	0UGgcD4vZF5YKDKG1QkuVK	Chuck Jonkey	1.0
7177	Cage the Elephant	26T3LtbuGT1Fu9m0eRq5X3	Cage The Elephant	1.0
7178	Nine Black Alps	5fLbJGzlYux3GBwTifMMvR	Nine Black Alps	1.0
7179	Eight Legs	5zJUwdrQBjT1ODlhu5yjvm	Eight Legs	1.0
7180	The Rifles	3Sr1muUE6DYihFufoHpnfc	The Rifles	1.0
7181	Harlem	3UXnFvoPVOMkFuXKo6J1rH	Harlem	1.0
7182	The Fashion	2lIG28CFVw10XaKWHy6Mtc	The Fashion	1.0
7183	Carolina Liar	0OuSnRyi1OkLPkR4AqzJwi	Carolina Liar	1.0
7184	Goldheart Assembly	6pKG8YmcPR9w2qznfldC9N	Goldheart Assembly	1.0
7185	The Morning Benders	5UqjSHztpMyc0liXncNbGD	The Morning Benders	1.0
7186	Reverend and The Makers	14GEKKALFIO2oB9IdGXg2e	Reverend And The Makers	1.0
7187	Hard-Fi	14Gi3Uph96lpNB3utkoVAD	Hard-Fi	1.0
7188	The Airborne Toxic Event	7xovAENFxmyEWhzbnHsB3Z	The Airborne Toxic Event	1.0
7189	The Broken West	1dOALICyzOQ3sR2SKULZFD	The Broken West	1.0
7190	The View	1fy3AQc7grjf5LnCd7snSg	The View	1.0
7191	Nemesea	0KV2B2b0q24rEawMkFmQvD	Nemesea	1.0
7192	Umbanda	6dFO9cx1HcUhvlmKN4kVg9	Los Umbanda	0.7777777777777778
7193	Sonique	5xtqw2B8z8JGfDYi2eAZHI	Sonique	1.0
7194	Aqualung	3uT7nEkZwWc2GBiqUZGoOe	Aqualung	1.0
7195	Rita Ribeiro	0inCnYUZnWT4lIx2RP2Owm	Rita Ribeiro	1.0
7196	La Rue Kétanou	5RJtcUSgNu7Y3X9YmZDci9	La Rue Kétanou	1.0
7197	Renaud	15uNxh8omvRvH71kcdIe2r	Renaud	1.0
7198	Ridan	3SsER7gGsy3a9LlfQ62oxz	Ridan	1.0
7199	Déportivo	7k8b9tyD9a0WEoPgidHrGK	Deportivo	0.8888888888888888
7200	La Tordue	6Op7nwlYgrKpd7pMCfnXln	La Tordue	1.0
7201	Lo'Jo	56z6tUOr4q10M7IUyJT9Fr	Lord Johwn	0.5333333333333333
7202	Gérard Blanchard	4H7TAfnu6t6Olh3zxowpSH	Gérard Blanchard	1.0
7203	Tryo	4ZP3CHz28XWVLGiaVVWuLj	Tryo	1.0
7204	Mes Souliers Sont Rouges	4IyUYsH5XMy3tgfBfeHRO6	Mes Souliers Sont Rouges	1.0
7205	Jacques Higelin	7KisXggbWbBdYatDQcBmum	Jacques Higelin	1.0
7206	Georges Brassens	5UWyW1PcEM8coxeqg3RIHr	Georges Brassens	1.0
7207	Les Wriggles	0GtJweTzG1ECJ78loPQxzl	Les Wriggles	1.0
7208	Boris Vian	5W2azFmEww74Bkmp2QUMMu	Boris Vian	1.0
7209	Les Blérots de R.A.V.E.L	03f8NxYYzXXegwRNjft7v7	Les Blérots de R.A.V.E.L.	0.9795918367346939
7210	Batlik	5n8zgS51N5PqrRAnMRp8lA	Batlik	1.0
7211	Olivia Ruiz	12OSqKGORygb2C6H36qKuj	Olivia Ruiz	1.0
7212	Hubert-Félix Thiéfaine	5uD9sDsgIlcyH0e6Hkxbat	Hubert-Félix Thiéfaine	1.0
7213	Java	0fA9kivXFhZS1dEu4CalZJ	JAVA	1.0
7214	Téléphone	3fQq9bb2ZKNv24V1A4vwBK	Téléphone	1.0
7215	Jean-Louis Aubert	1NCrHXp9R3ogv8ezWWHFNs	Jean-Louis Aubert	1.0
7216	Alexis HK	4cdkYUFAZumsOU73JrhUg0	Alexis HK	1.0
7217	Matmatah	4bhynkwu2d1ZbjPTNBkI2t	Matmatah	1.0
7218	Teri Moïse	3E0D2fyt1NbcmBP1QpKkUL	Teri Moïse	1.0
7219	Louise Attaque	4CAsSAU842glNKJX71ndA9	Louise Attaque	1.0
7220	Les VRP	1UlbIPR4gt1ZQcEiDzD5j9	Les VRP	1.0
7221	Léo Ferré	6NB0vY1HQgkUpCBsm5eAvo	Léo Ferré	1.0
7222	The Krewmen	4BKpfwrLkjBWD7ivcqa24x	The Krewmen	1.0
7223	Didier Super	50IylcM1VOHNXVHMMMWhJA	Didier Super	1.0
7224	The Brian Setzer Orchestra	7HQH1SJokcVMdstilKJ2S8	The Brian Setzer Orchestra	1.0
7225	Tom Poisson	7rSeCBC5t9tO8tRRPO2aOA	Tom Poisson	1.0
7227	Alain Bashung	6y1aZyP40077De3neGJD2b	Alain Bashung	1.0
7228	Boby Lapointe	7ryHmCGORDxc7K0Xwpme1X	Boby Lapointe	1.0
7229	Tété	4hOrjE6e4JXXzP8syEKGU1	Trundles artist development	0.12903225806451613
7230	Allain Leprest	4GikNFMg25NRDU32cRsSbV	Allain Leprest	1.0
7231	Laurent Voulzy	6ogXCiVOaz2afPmMNHph7Z	Laurent Voulzy	1.0
7232	Jean-Jacques Goldman	2Cx19OTMqa6gpz2l60cGG2	Jean-Jacques Goldman	1.0
7233	Alain Souchon	5LVp2pGNzmOQqXzziBBR5x	Alain Souchon	1.0
7234	Les Garçons Bouchers	7gUAB3cvO42nbKY0mulGVU	Les Garçons Bouchers	1.0
7235	Brian Setzer	4xiBg5AwhlWtuxAJO9rO6f	Brian Setzer	1.0
7236	Soldat Louis	1xrlEiFyB2fhqJATbGDULK	Soldat Louis	1.0
7237	Luke	0hk4xVujcyOr6USD95wcWb	Sick Luke	0.6153846153846154
7238	Cali	5lEkQtWa3UKlI1hj7sktcd	Calin	0.8888888888888888
7239	Stray Cats	2ibPkysx2PXqWLmxFD7jSg	Stray Cats	1.0
7240	Marcel et son Orchestre	5YdOZp94WgelKxaAlQ2j7y	Marcel et son Orchestre	1.0
7241	Marc Lavoine	3K8EYZ4Ltg6ythgGZzrFXf	Marc Lavoine	1.0
