lastfm_artist_id	lastfm_artist_name	spotify_artist_id	spotify_artist_name	similarity_score
2454	Faith Hill	25NQNriVT2YbSW80ILRWJa	Faith Hill	1.0
2455	Toby Keith	2bA6fzP0lMAQ4kz6CF61w8	Toby Keith	1.0
2456	Dierks Bentley	7x8nK0m0cP2ksQf0mjWdPS	Dierks Bentley	1.0
2457	Lonestar	3qbnxnvUqR14MJ9g8QwZJK	Lonestar	1.0
2458	Nat King Cole	7v4imS0moSyGdXyLgVTIV7	Nat King Cole	1.0
2459	Glenn Miller	2aAHdB5HweT3mFcRzm0swc	Glenn Miller	1.0
2460	João Gilberto	77ZUbcdoU5KCPHNUl8bgQy	João Gilberto	1.0
2461	Benedetti & Svoboda	4v3YfvaHCezGcS9V3zWV9Y	Benedetti & Svoboda	1.0
2462	Reik	0vR2qb8m9WHeZ5ByCbimq2	Reik	1.0
2463	Boston	29kkCKKGXheHuoO829FxWK	Boston	1.0
2464	Selena Cross	1rvunaiNQzBA15t0i1yhCp	Selena Cross	1.0
2465	Alison Krauss	5J6L7N6B4nI1M5cwa29mQG	Alison Krauss	1.0
2466	Vince Gill	3IhWQSrLj8EJjdvjFTpCyo	Vince Gill	1.0
2467	George Strait	5vngPClqofybhPERIqQMYd	George Strait	1.0
2468	Alan Jackson	4mxWe1mtYIYfP040G38yvS	Alan Jackson	1.0
2469	Peter Gabriel	7C4sUpWGlTy7IANjruj02I	Peter Gabriel	1.0
2470	Throbbing Gristle	1UYhxPY1oqFUg1HfF8nV3k	Throbbing Gristle	1.0
2471	Current 93	7vF3DcPluq6lZI36VniagW	Current 93	1.0
2472	Foetus	3ubX2xfDGeKJNSX020gY19	Foetus	1.0
2473	Fantômas	43ltIj8NRBsmOEjDr5Sk10	Fantomas	0.875
2474	Insane Clown Posse	4xtWjIlVuZwTCeqVAsgEXy	Insane Clown Posse	1.0
2475	Captain Beefheart & His Magic Band	2k8kY9zHUWxuTtwV4UutHw	Captain Beefheart & His Magic Band	1.0
2476	Renaldo and The Loaf	3CtpGjVnInfWi1lhtwVNKe	Renaldo & The Loaf	0.8947368421052632
2477	The Legendary Pink Dots	55XX7sgmxtVFNJnHrQMXh5	The Legendary Pink Dots	1.0
2478	Danny Elfman	5qBZETtyzfYnXOobDXbmcD	Danny Elfman	1.0
2479	Twiztid	2aMAN8kMJ7eUOAuPUYOwI7	Twiztid	1.0
2480	Suicide	6uVeWolwyRDrT84lLsaZyW	Suicide	1.0
2481	The Birthday Party	5I2hMUcztc6QbzkyLskdt4	The Birthday Party	1.0
2482	Whitehouse	4BHEkFlA3YXUwyKbWBMeX2	Whitehouse	1.0
2483	King Missile	4ab0zJgTZPWz00v2PrdJI4	King Missile	1.0
2484	Peeping Tom	3R0asV2e7pWetezwXtpDLG	Peeping Tom	1.0
2486	Psychic TV	3oi0s3WIuxBU5oh87n7za2	Psychic TV	1.0
2487	Happy Mondays	339DNkQkuhHKEcHw6oK8f0	Happy Mondays	1.0
2488	Public Image Ltd.	70MMkLXtue3Edj3RJhJkYp	Public Image Ltd.	1.0
2489	Kaada	5vyB8nvBi8Q453LxIl94q1	Kaada	1.0
2490	The Specials	6xnvNmSzmeOE1bLKnYXKW3	The Specials	1.0
2491	Mike Patton	34Ai24gPz5YJ8NbksiNFef	Mike Patton	1.0
2492	FM Einheit	1TXXPn0aiOYzc0QoYrAqa2	FM Einheit	1.0
2493	Mr. Bungle	2zq0uqN9Wq12tqrQQt1ozw	Mr. Bungle	1.0
2494	Monte Cazazza	0cEGUcdqnh2zh6iUxVS10L	Monte Cazazza	1.0
2495	Half Japanese	1YPYaJyUobMi0eABhZo92N	Half Japanese	1.0
2496	Kid606	7kDf1ziRxPFtWbbZB1XmrM	Kid606	1.0
2497	IOSYS	7lw3txgTpihF2On2QVtldq	IOSYS	1.0
2498	Basshunter	37DdwREpvvQHmGLFEZ4h0Q	Basshunter	1.0
2499	Wiklund	2qqDZS8YzcNw2XQjkr1urQ	Ida Wiklund	0.7777777777777778
2500	Scooter	0HlxL5hisLf59ETEPM3cUA	Scooter	1.0
2501	REDALiCE	3m63JSv6jhLEKNXcEd5EUK	REDALiCE	1.0
2502	Nightcore	77t00lrU1uk65snqAdoPnt	Nightcore	1.0
2503	dj TAKA	0NZIZxewo1qAI3q2arshrY	Dj Taka	1.0
2504	YMCK	7ByfNcFxztbyKLEIVKmFVc	YMCK	1.0
2506	Morandi	1oiZoULxUJDYGOKMgVefP4	Morandi	1.0
2507	初音ミク	1KozbYIa5ydUIWSvrIwQQv	初音ミク	1.0
2508	Rocco	30gZlVVUt3gwNXlLorZjuq	Rocco	1.0
2509	Eric Prydz	5sm0jQ1mq0dusiLtDJ2b4R	Eric Prydz	1.0
2510	반야	08zkhv2hV5Px5AYgDCbrdM	반야바니	0.6666666666666667
2511	Lucky Twice	3pthbcw421plaJoQeGMrjr	Lucky Twice	1.0
2512	KOTOKO	06F1MiFx0dHLHEPQBIrcr9	KOTOKO	1.0
2513	Millenium	03qKjVTzyKc3SyTjHaOpFc	Millenium	1.0
2514	Shaun Baker	7qVzI20Li7Utd9XAa8VHLj	Shaun Baker	1.0
2515	Agnieszka Chylińska	0CEw36eWG0dYKCXOX8eUoO	Agnieszka Chylińska	1.0
2516	I Cavalieri del re	0s6sa9IXUIfkThXCuv7xqA	I Cavalieri Del Re	1.0
2518	Natalia Lesz	3MDEKBsgb6XSMdYHAK4Vdr	Natalia Lesz	1.0
2521	Robyn	6UE7nl9mha6s8z0wFQFIZ2	Robyn	1.0
2522	Shaggy	5EvFsr3kj42KNv97ZEnqij	Shaggy	1.0
2523	Spice Girls	0uq5PttqEjj3IH1bzwcrXF	Spice Girls	1.0
2524	Mando Diao	5I4eibDkC7gg0hmczTZuND	Mando Diao	1.0
2525	Kid Rock	7dOBabd5O4CvKrg4iriHTM	Kid Rock	1.0
2526	Sunrise Avenue	1osZFzamKEXNoYk7HzWbDe	Sunrise Avenue	1.0
2530	Delorean	4llqCChMq4zPzCB84OrTck	Delorean	1.0
2531	Morrissey	3iTsJGG39nMg9YiolUgLMQ	Morrissey	1.0
2532	Super Furry Animals	0FOcXqJgJ1oq9XfzYTDZmZ	Super Furry Animals	1.0
2533	The Drums	0p5axeJsbtTCXBrRVoKjwu	The Drums	1.0
2534	Wild Nothing	6NrkINd80slV25wkBu9mEB	Wild Nothing	1.0
2535	LCD Soundsystem	066X20Nz7iquqkkCW6Jxy6	LCD Soundsystem	1.0
2536	Los Planetas	0N1TIXCk9Q9JbEPXQDclEL	Los Planetas	1.0
2537	Graham Coxon	7ueZp29tCNwjIj4yAMTEaC	Graham Coxon	1.0
2538	The Pains of Being Pure at Heart	3zmmBJseZelpVEHj8S6Dek	The Pains Of Being Pure At Heart	1.0
2539	Beady Eye	5yBDILLJyNFAjFpECkk7ys	Beady Eye	1.0
2540	Los Punsetes	1jr0mAgIhKtTeKTZwk0HjF	Los Punsetes	1.0
2541	Best Coast	5YkBrE0wF8cAlq3GCOw5Eu	Best Coast	1.0
2542	My Bloody Valentine	3G3Gdm0ZRAOxLrbyjfhii5	my bloody valentine	1.0
2543	Lolene	6eaBPggBX1KN8qvw1RxmgV	Lolene	1.0
2544	KT Tunstall	5zzrJD2jXrE9dZ1AklRFcL	KT Tunstall	1.0
2545	Paula Fernandes	1nca3OA1kKCpP6aPJcBL92	Paula Fernandes	1.0
2546	Vanessa Carlton	5ILrArfIV0tMURcHJN8Q07	Vanessa Carlton	1.0
2548	Wanessa	3QX4Eylnq655iPVtABkWWG	Wanessa Dias	0.736842105263158
2549	Lu Alone	352auYzmQ8KYsRjM2bFD8U	Lu Alone	1.0
2551	Boom Crash Opera	2KisNXWizbrJVoif4Lt2u5	Boom Crash Opera	1.0
2552	Culture Club	6kz53iCdBSqhQCZ21CoLcc	Culture Club	1.0
2553	Bay City Rollers	3r9TXuXfOUxXjgYgAR0fP8	Bay City Rollers	1.0
2554	Hall & Oates	4jC91mGdPyWac8oVtCregx	Hall & Oates	1.0
2555	Naturally 7	769D3IwCDrdPospAd3Hlpi	Naturally 7	1.0
2556	The Power Station	1EemADz12kjlGwkpY4EINv	The Power Station	1.0
2557	The Unknownn	2Psr1HphRamNktFWMrA47R	Thee Unknownn	0.96
2558	Toto	0PFtn5NtBbbUNbU9EAmIWF	TOTO	1.0
2559	Kajagoogoo	0f3kLT4wvi2mFHlHJgV8Hl	Kajagoogoo	1.0
2560	Boz Scaggs	46njgd2Rq9tZc4ZjeQMgbh	Boz Scaggs	1.0
2561	Julian Lennon	4Tvos0a5rRrBu4Oodu5f79	Julian Lennon	1.0
2562	Arcadia	2HMuzFmTtwL4ur1zJNCU7f	Arcadia	1.0
2563	Graham Bonnet	5eygg59PhcYgy4ekBgbDA1	Graham Bonnet	1.0
2564	Ricki-Lee	07lgEPGfoA4Lqos6YGYPDU	Ricki-Lee	1.0
2565	Extreme	6w7j5wQ5AI5OQYlcM15s2L	Extreme	1.0
2566	Peter Cox	7xA8TIiN6RWrS3xtytHUzh	Peter Cox	1.0
2567	Paul Young	6rqU9HQ57NYGBnBzbrY3a4	Paul Young	1.0
2568	Billy Connolly	7ubX7CBZbkPM3O1m2WBBd8	Billy Connolly	1.0
2569	Styx	4salDzkGmfycRqNUbyBphh	Styx	1.0
2570	The Doobie Brothers	39T6qqI0jDtSWWioX8eGJz	The Doobie Brothers	1.0
2571	Bananarama	3sc7iUG1Wwpwx7bHeZolgx	Bananarama	1.0
2572	Minus the Bear	0YQBN02bmZvwGNrrWsg2sT	Minus the Bear	1.0
2573	The Appleseed Cast	0MkAzpDHUZpuDnWGUII4RN	The Appleseed Cast	1.0
2574	The Fall of Troy	5fuQrhMRYMtoO9uOlFad4P	The Fall of Troy	1.0
2575	This Town Needs Guns	7BYjEKCN9K90NNEtHucqMq	Tim Collis of This Town Needs Guns	0.7407407407407407
2576	Protest The Hero	6z3BjfmgvDUIHaJ0UPTtrQ	Protest The Hero	1.0
2577	Johnny Foreigner	6cZKsPzeAAklHjbSe7fqEh	Johnny Foreigner	1.0
2578	Idiot Pilot	0Cbqcvj2d58Ew9UIGqrPvD	Idiot Pilot	1.0
2579	Between the Buried and Me	2JC4hZm1egeJDEolLsMwZ9	Between The Buried And Me	1.0
2580	Biffy Clyro	1km0R7wy712AzLkA1WjKET	Biffy Clyro	1.0
2581	Fields	3MAzDpqE01xyUmzNsc0Ee0	Lee Fields	0.75
2582	Foals	6FQqZYVfTNQ1pCqfkwVFEa	Foals	1.0
2583	The Most Serene Republic	7yBdBE78kVAbFLxI1k7vU0	The Most Serene Republic	1.0
2584	Rogue Wave	2JSc53B5cQ31m0xTB7JFpG	Rogue Wave	1.0
2585	toe	0rpKM0MniNkXM1SLSglYUZ	toe	1.0
2586	Born of Osiris	4HgqjpBaWctBWVHafQIpRt	Born Of Osiris	1.0
2587	Late of the Pier	5ZBQea34QfBgEDkcGEKK2b	Late of the Pier	1.0
2588	The Arusha Accord	17OmkZgZmvSI8l4wxQuddb	The Arusha Accord	1.0
2589	WinterKids	1A2Q88V6GsDGdNtwcNCbhi	Winterkids	1.0
2590	Auto!Automatic!!	3uX1tstdmFJyxW9b5mSNlU	Automatic	0.72
2591	The Maccabees	0vW8z9pZMGCcRtGPGtyqiB	The Maccabees	1.0
2592	Hope of the States	6xxkPbhCWirK5gVNZODBEB	Hope Of The States	1.0
2593	Battles	3EMSpwRtkvUTxfB4aS5xnA	Battles	1.0
2594	SikTh	03mz3G1gu1GPNgAWY4qR2w	SikTh	1.0
2595	Slash	4Cqia9vrAbm7ANXbJGXsTE	Slash	1.0
2596	Maria Daniela Y Su Sonido Lasser	077cgSU8i5wTnz5lZGQ7z4	Maria Daniela Y Su Sonido Lasser	1.0
2597	Los Concorde	3jkWOLEB1SNniW6394QnXA	Los Concorde	1.0
2598	will.i.am	085pc2PYOi8bGKj0PNjekA	will.i.am	1.0
2599	carla morrison	0XK6kT7xcZAlcYrNjOgzJe	Carla Morrison	1.0
2600	We Are Scientists	35YNL4wwv11ZkmeWWL51y7	We Are Scientists	1.0
2601	Mystery Jets	09K1H1DgyIXHsMx2j7KTFX	Mystery Jets	1.0
2602	Delphic	4UTHeJ0TdH6zAEt5MoV02I	Delphic	1.0
2603	Sel	5xkqotsRPu6KQ4PiWjSGQf	Selin	0.75
2604	Gravel	37HRDmzltZdd9sMma0ugCl	Gravely	0.9230769230769231
2605	Bonobo	0cmWgDlu9CwTgxPhf403hb	Bonobo	1.0
2606	The Stone Roses	1lYT0A0LV5DUfxr6doRP3d	The Stone Roses	1.0
2607	The Script	3AQRLZ9PuTAozP28Skbq8V	The Script	1.0
2608	City and Colour	74gcBzlQza1bSfob90yRhR	City and Colour	1.0
2609	UB40	69MEO1AADKg1IZrq2XLzo5	UB40	1.0
2610	The Temper Trap	4W48hZAnAHVOC2c8WH8pcq	The Temper Trap	1.0
2611	The Vaccines	0Ak6DLKHtpR6TEEnmcorKA	The Vaccines	1.0
2612	Newton Faulkner	0pf1lcBxh6HiiHQAIzhTI5	Newton Faulkner	1.0
2613	Mr Hudson & The Library	1zV9UjTUevjp5VUddqIUUn	Mr Hudson	0.5625
2614	Razorlight	450iujbtN6XgiA9pv6fVZz	Razorlight	1.0
2615	Cast	0SCbttzoZTnLFebDYmAWCm	Glee Cast	0.6153846153846154
2616	Nouvelle Vague	4h7NLIlg1oYdEtfQJfyto0	Nouvelle Vague	1.0
2617	Pierce the Veil	4iJLPqClelZOBCBifm8Fzv	Pierce The Veil	1.0
2618	Before Their Eyes	7BewtLSaxtzJjRzPUPnSxp	Before Their Eyes	1.0
2619	VersaEmerge	429v4ypVJLyIyC4hKea0KN	VersaEmerge	1.0
2620	Beatallica	4wJmsVXuTf6B28o3uuwrl9	Beatallica	1.0
2621	We Came As Romans	6qO6LhD6FuXK5e2PtfAIMz	We Came As Romans	1.0
2622	Pokémon	6goK4KMSdP4A8lw8jk4ADk	Pokémon	1.0
2623	Nightmare	11CxpTfZC60MYKjL7HESKR	Nightmare	1.0
2624	Frank Zappa	6ra4GIOgCZQZMOaUECftGN	Frank Zappa	1.0
2625	Barenaked Ladies	0dEvJpkqhrcn64d3oI8v79	Barenaked Ladies	1.0
2626	Randy Newman	3HQyFCFFfJO3KKBlUfZsyW	Randy Newman	1.0
2627	Ben Folds	55tif8708yyDQlSjh3Trdu	Ben Folds	1.0
2628	The Weakerthans	1US3cA3tVZ50O7n4xE1o0K	The Weakerthans	1.0
2629	Elvis Costello	2BGRfQgtzikz1pzAD0kaEn	Elvis Costello	1.0
2630	Paul Simon	2CvCyf1gEVhI0mX6aFXmVI	Paul Simon	1.0
2631	Gilbert & Sullivan	7c2XQXLp2xC4qnwfEOV81L	Gilbert & Sullivan	1.0
2632	Rufus Wainwright	2PfBzriIMRsCXPDtSy9vg8	Rufus Wainwright	1.0
2633	Elvis Costello & The Attractions	4qmHkMxr6pTWh5Zo74odpH	Elvis Costello & The Attractions	1.0
2634	Stephen Sondheim	4TbtUt49IMXEIMmNdifHb1	Stephen Sondheim	1.0
2635	Jason Robert Brown	5ol7Hq695R9m2bT9T3FiQx	Jason Robert Brown	1.0
2636	Paddy Milner	07qQYfxZlWwfiS0Yj9kFum	Paddy Milner	1.0
2637	Sublime	0EdvGhlC1FkGItLOWQzG4J	Sublime	1.0
2638	Ella Fitzgerald	5V0MlUE1Bft0mbLlND7FJz	Ella Fitzgerald	1.0
2639	Ben Folds Five	44gRHbEm4Uqa0ykW0rDTNk	Ben Folds Five	1.0
2640	Neko Case	4Cedjq5BQL3MhapRvDpFED	Neko Case	1.0
2641	Calexico	1OmdWpAh1pucAuZPzJaxIJ	Calexico	1.0
2642	The Mothers of Invention	3P2gYnypDVi90ZavnaAhfL	The Mothers Of Invention	1.0
2643	Thursday	61awhbNK16ku1uQyXRsQj5	Thursday	1.0
2644	Hayko Cepkin	3hzijSzD6IwOV4SY2SiWQp	Hayko Cepkin	1.0
2645	Alexander Rybak	3LLNDXrxL4uxXtnUJS5XWM	Alexander Rybak	1.0
2646	Manga	7rEIUw67hRTgievwuKQGSj	maNga	1.0
2647	Bill	72y6W9pGy97xTM44dwy3F6	BILLA JOE	0.6153846153846154
2648	The Beat	4R90PNicCsCsEoRm8XwiMS	The Beat	1.0
2650	Bozkurt	30E3K3j8Z9PVZlLU61CwXS	Bozkurt	1.0
2652	The Classic Crime	4Y2ImQoh83EyhkbaJXmJr1	The Classic Crime	1.0
2653	A Rocket to the Moon	1NU9Em6e8dDo36Js6nEo3t	A Rocket To The Moon	1.0
2654	Bloodbath	7eYmDBinb760MUIfoRdlGQ	Bloodbath	1.0
2655	Reação em Cadeia	4pANXhF65AgL4mE9PybDJJ	Reação Em Cadeia	1.0
2656	Finley	7JOervne0BnU0raxSI5Ooc	Finley	1.0
2657	Sonohra	0IKT031jy1WGJjFadV5M3y	Sonohra	1.0
2658	Studio 3	4jXkNFi7TpPU18PJmfEwh4	Studio 3	1.0
2659	Modà	3ALm6zJLaJMWV0r89kuYtu	Modà	1.0
2660	Bidê ou Balde	4LsoTx0qmsoWqRmrp0FDwd	Bidê ou Balde	1.0
2661	Anberlin	5v61OSg53KaQxGMpErkBNp	Anberlin	1.0
2662	Lost	1GJWH6Nr1jV03ZziPP002p	lost.	0.8888888888888888
2663	Acústicos & Valvulados	03tVZ2sA0yyShSEgFdBpYX	Acústicos & Valvulados	1.0
2664	Lordi	14SgKNlOCKAI0PfRD1HnWh	Lordi	1.0
2665	The Cab	2C2sVVXanbOpymYBMpsi89	The Cab	1.0
2666	This Providence	5or8HO8aiwjdIWZxURNx1y	This Providence	1.0
2667	The Flashbulb	6mMCSCuTbGU6kNr4303LwH	The Flashbulb	1.0
2668	Amon Tobin	3mvkWMe6swnknwscwvGCHO	Amon Tobin	1.0
2669	µ-Ziq	7AiamoV760pPGGM5PbOC6X	µ-Ziq	1.0
2670	Chris Clark	6dDUzy5UdYWJ9tbeZeuuJm	Chris Clark	1.0
2671	Kettel	0R879eeczZPVAwTrbKXREp	Kettel	1.0
2672	Clark	5zwkmbdSZp79iOJBwTwgYI	A-Clark	0.8333333333333334
2673	Plaid	5akVqMzdZOdbMYbE4vNZWD	Plaid	1.0
2674	Boxcutter	6enSWV1VuiPGbdCuS6GVfS	Boxcutter	1.0
2676	Tycho	5oOhM2DFWab8XhSdQiITry	Tycho	1.0
2677	Bola	55ZGFvikpNjQHvtTWS5aZF	Bolaget	0.7272727272727273
2678	Bong-Ra	6dD5LzTwdYS3gRvRSCOIVP	Bong-Ra	1.0
2679	Shitmat	6mPzVfnTE4JQJAuAdz2csx	Shitmat	1.0
2680	Acrnym	3RJD6Xn5imiW6xZDT9i0jI	Acrnym	1.0
2681	The Future Sound of London	2qhmNI4ZHPpeDutdg473Z3	The Future Sound Of London	1.0
2682	Stendeck	4aWBtlUlXnofYoJwZTsqLS	Stendeck	1.0
2683	Doormouse	4EHm2LKZceC5KcblvQ6Dbq	Doormouse	1.0
2684	Duran Duran Duran	0l8DHoWBJ9HZUAjVQ247LG	Duran Duran Duran	1.0
2685	Cardopusher	7de3eunuDjvcwRudXnJEXr	Cardopusher	1.0
2686	Knifehandchop	1SNmor6BNsjAH29qlVRKSz	Knifehandchop	1.0
2687	Hrvatski	0Li1NnItMz6nHmW1rHS744	Hrvatski	1.0
2688	Wagon Christ	3INW2gvv9ZcgPGL0oqkOXy	Wagon Christ	1.0
2689	Sickboy	1MpWkMiQeehZbcVyjGuHLJ	Sickboy	1.0
2690	Abfahrt Hinwil	7MTVlE5MFeIClfw5Zf2XoV	Abfahrt Hinwil	1.0
2691	Telefon Tel Aviv	53N4oJpWtmnB0KGLLserGC	Telefon Tel Aviv	1.0
2692	Xanopticon	7taNl9I4k6el00Pc2QDhGs	Xanopticon	1.0
2693	Sabrepulse	3j24yoSFDD11h1OszJFfVY	Sabrepulse	1.0
2694	Last Step	5bQMk2NGIgJb9HU7ZmseiV	last step	1.0
2695	Frog Pocket	21DBNAv7o6IxozplJ8BnFN	Frog Pocket	1.0
2696	Bit Shifter	6ReMNCOSnarYESHJpHbe7m	Bit Shifter	1.0
2697	belladonnakillz	4HIFFlYjMmHnolYUuomQuM	Belladonnakillz	1.0
2698	Public Enemy	6Mo9PoU6svvhgEum7wh2Nd	Public Enemy	1.0
2700	The Speed Freak	3HtFJOBdchYr7TpB63p6De	The Speed Freak	1.0
2702	Bondage Fairies	4lnugk6aRmkJhoWH7zRH8I	Bondage Fairies	1.0
2703	Ed Cox	5sJBSH1OkwBwvWTVsLuyqn	Ed Cox	1.0
2704	Рубль	14Ga8jVl4C81h3kRHqlDRC	РУБЛЬ	1.0
2705	minusbaby	7zEOPRWWplz1wlaboaqPSF	minusbaby	1.0
2706	Angerfist	4sQNUQjOYj9rV2sdfJ8laS	Angerfist	1.0
2707	Linde	65A714FqhSPjoFZeffQbTv	Lindemann	0.7142857142857143
2708	The Rapture	166Dz1GX3xonSQ3Z6CQW26	The Rapture	1.0
2709	AleX Tune	16VFqexZnS2s0B9KRrKcHs	Alex Tune	1.0
2710	Kodek	4JgAUBYEbSiteNZUeAqNnR	KODEK	1.0
2711	Parov Stelar	65EXuYHVoehCKqp0kOS6px	Parov Stelar	1.0
2713	Ноггано	3DT0wnoTUO3pwD90UlkQdX	Ноггано	1.0
2714	DJ Spinbad	405eBbOtW0aqMp3HkaNSKA	DJ Spinbad	1.0
2715	Bonaparte	2jwl8DJIsmnFbA5vPdGSCy	Bonaparte	1.0
2716	DJ Shadow	5CE2IfdYZEQGIDsfiRm8SI	DJ Shadow	1.0
2717	64revolt	74SDFfKh5fkgq1Gf3OI4C3	64Revolt	1.0
2718	Rotator	65liR9dOnbVN9cbILIFyKD	Rotator	1.0
2719	KOSMOPOP2	71LXtysIgWAWeyPoqmBwcW	Kosmopop2	1.0
2720	Electric Dragon	5SUvXyFcsFsYH0WQ2cNFJb	Electric Dragon	1.0
2722	Snork25	4Ci7KblnjWra2deYB0tmh6	Snork25 Remix	0.7
2723	Set Your Goals	2Ivw6FhAZpa7kiAXWztCq5	Set Your Goals	1.0
2724	Otto von Schirach	5LNKJqTTwBurtQ79xMK8Ai	Otto Von Schirach	1.0
2726	14 Year Old Girls	3VuSYT6MdUxAYUZSoE9Uct	14 Year Old Girls	1.0
2727	Maladroit	27GbHG3sA2hfRdkIJMSA5T	Maladroit	1.0
2728	Gidropony	5E0lYvU8CIrIlfIE6O9Fml	Gidropony	1.0
2729	Bullfrog	74B3Swt9VWoFTTyY59q27p	Bullfrog	1.0
2730	Leviathan	6CJU2RwwB10D0KoYYqWYeM	Leviathan	1.0
2731	Кажэ Обойма	1ool6mk7mdaL3BZiJfT5PU	Кажэ Обойма	1.0
2732	Кожаный Олень	3aCdBo6I9vSxaTUFJKKxhd	Кожаный Олень	1.0
2733	Uoki-Toki	1RibXSTtPauUswRpzZkDAU	Uoki-Toki	1.0
2734	Neuro Dubel	2Qv00e3NugaTAxlf527EYl	Neuro Dubel	1.0
2735	Ляпис Трубецкой	5ByLF8uYtJnpJczC4xMogX	Ляпис Трубецкой	1.0
2738	Bloodhound Gang	6nDLku5uL3ou60kvCGZorh	Bloodhound Gang	1.0
2739	Sacred Steel	0IZvYyslQEyG9Aa4Sy2orL	Sacred Steel	1.0
2740	Dezperadoz	14wmBhnUaP7fzYVYHdbY87	Dezperadoz	1.0
2741	N.R.M.	1tRu0E7lS9rf0DXRwcCNEX	Artist.Zm	0.4
2742	Steppenwolf	1WRM9i067hd2ujxxi8FI3m	Steppenwolf	1.0
2743	Ногу Свело!	0Kdasm1DfR4WIvQJ5IpUNS	Ногу Свело!	1.0
2744	Machine Head	0lVlNsuGaOr9vMHCZIAKMt	Machine Head	1.0
2745	Robert Miles	2YVF0Ou5zIc4mpgtLIlGN0	Robert Miles	1.0
2746	Korpiklaani	521Yl3LUvD7G9dMRO4fpCy	Korpiklaani	1.0
2747	Дельфин	33Lg9nz2J4rXLu0Hw7BGBy	Дельфины	0.9333333333333333
2748	Катетер	4AzDJuQQJhz9coTqLKXCtf	Катетер	1.0
2749	Deathspell Omega	4pP3Gtdmwp2cHtz736pyGI	Deathspell Omega	1.0
2750	Hate	39MSMcTSVkk9Wy5X1Dozwp	Hatemost	0.6666666666666667
2751	Watain	4OpHsZuhfJMU9PZ3zkyUQX	Watain	1.0
2752	Dead Congregation	5PBErxkQsE0lzNQPrn5oK3	Dead Congregation	1.0
2753	Antaeus	12Y5bYSO6NGz0KRKsKZG3t	Antaeus	1.0
2754	Funeral Mist	2HDKz66BGq7RI2wEoMgPcv	Funeral Mist	1.0
2755	1349	150xbiJGnTy1tSBZ9EFKnT	1349	1.0
2756	Xasthur	0nH9qzKJMfrJNnF37nDaVj	Xasthur	1.0
2757	Ihsahn	2E1jLcUfqd9w2XtybNB2Za	Ihsahn	1.0
2758	Aosoth	1ngCSRSR8DHfCjB2kSOsPX	Aosoth	1.0
2759	Hour of Penance	5QMEomYiV52o6l3uZmuE8N	Hour of Penance	1.0
2760	Glorior Belli	6hGG0g8GTtHbRVxn90ksk9	Glorior Belli	1.0
2761	Akercocke	0YAOC9q7XHpKplKYf7FMSp	Akercocke	1.0
2762	Aeon	1TgJCAaMIcCTM980NCH5xk	AEON	1.0
2763	Decapitated	17MbhJOaaPHuWnRaWU9xkc	Decapitated	1.0
2764	Morbosidad	5NmoT8sPCvNk3IS9UnOv5a	Morbosidad	1.0
2765	Vader	2s5DSt9VBNzAn2TbtDHzFZ	Vader	1.0
2766	Nightbringer	2HFTnH095WzPowwgGP7pFo	Nightbringer	1.0
2767	Merrimack	3XWKabUW6Y9pm9vyNGlrhV	Merrimack	1.0
2768	Ulcerate	3Bv5btxNbwbt79fcjw9DAg	Ulcerate	1.0
2769	Anata	21JBfsbULY4BOhRuNFm2Bv	Anata	1.0
2770	Teratism	5cBPSm9Rs4f8uT8K075igY	Teratism	1.0
2771	Russian Circles	0AZ3VR0YbFcS0Kgei7L2QF	Russian Circles	1.0
2772	Blut aus Nord	0c0xIXQhCbmtvzM93liaSf	Blut Aus Nord	1.0
2774	Dark Funeral	21ojeH5LNADIGzJKc3hIlE	Dark Funeral	1.0
2775	dredg	1DsdDxHs1zAwOgWDPgNS7l	Dredg	1.0
2776	Unholy Matrimony	1e8N9XmKUUrsvrewRREeDL	Unholy Matrimony	1.0
2777	Malfeitor	4bvj7ebfAnmMcKlct6myyl	Malfeitor	1.0
2778	Cryptopsy	29PgYwTelpNl6370XLqFtN	Cryptopsy	1.0
2779	Arkhon Infaustus	0WT2KXSIMI6lrbPCn65POK	Arkhon Infaustus	1.0
2780	Lita Ford	77tBvvyd6SD4Y9Um1xcbxP	Lita Ford	1.0
2781	Vains of Jenna	3c11o78z3H4lxmmdwJmnKt	Vains Of Jenna	1.0
2782	Vixen	5XKQ8fa0WdWBmgMFDmctCO	Vixen	1.0
2783	Lenny Kravitz	5gznATMVO85ZcLTkE9ULU7	Lenny Kravitz	1.0
2784	Hanoi Rocks	5CW2x4YosugZJZZCWA0kBI	Hanoi Rocks	1.0
2785	Sixx:A.M.	7IFrbJxmtd1usBqJOVBRzv	Sixxx AM	0.7058823529411764
2786	Janis Joplin	4NgfOZCL9Ml67xzM0xzIvC	Janis Joplin	1.0
2787	Whitesnake	3UbyYnvNIT5DFXU4WgiGpP	Whitesnake	1.0
2788	Joan Jett and the Blackhearts	1Fmb52lZ6Jv7FMWXXTPO3K	Joan Jett & the Blackhearts	0.9285714285714286
2789	Velvet Revolver	7CHilrn81OdYjkh4uSVnYM	Velvet Revolver	1.0
2790	CRASHDÏET	1cB013ULmW96lglRcrWTut	Crashdïet	1.0
2791	Slash's Snakepit	4Ros83hWMCi68biw25Xyxg	Slash's Snakepit	1.0
2792	Cheap Trick	1LB8qB5BPb3MHQrfkvifXU	Cheap Trick	1.0
